feature,lr_coef_mean,lr_coef_std,lr_coef_abs_mean,rf_imp_mean,rf_imp_std,feature_type
P3_W,0.05767283875786413,0.0073777173146602195,0.05767283875786413,0.0014188385924256224,7.794131192884704e-05,sparse_encoding
P3_Y,-0.048041172793037074,0.002846471792745154,0.048041172793037074,0.0020712880401832765,6.596881106257759e-05,sparse_encoding
P4_A,-0.05972640538397903,0.004689517241788022,0.05972640538397903,0.0021347728105791802,2.1824780981102776e-05,sparse_encoding
P4_C,-0.016516122670091567,0.005535648558803831,0.016516122670091567,9.702098004691086e-05,1.06244056141094e-05,sparse_encoding
P4_D,0.03504268851407965,0.006162390849982667,0.03504268851407965,0.0035268060981051537,4.011873138604267e-05,sparse_encoding
P4_E,0.0031629044062017734,0.0034586269107954692,0.0031629044062017734,0.0038046164174212437,4.3809590491502585e-05,sparse_encoding
P4_F,-0.042467859914063426,0.003865634861557153,0.042467859914063426,0.0006211904521195948,1.2871056036178486e-05,sparse_encoding
P4_G,-0.016317504319450955,0.007111976531990586,0.016317504319450955,0.002401544052874331,2.911191274721574e-05,sparse_encoding
P4_H,0.07331118953070911,0.009194296671935059,0.07331118953070911,0.0016468471665775654,0.00011783376123087832,sparse_encoding
P4_I,-0.0009590550791467587,0.0055610147592833,0.0009590550791467587,0.0008140232853944731,4.9433419896255826e-05,sparse_encoding
P4_K,0.058531944605512844,0.004773102989137578,0.058531944605512844,0.0023857952876380527,5.2925728227682995e-05,sparse_encoding
P4_L,-0.05118099535501036,0.004547872417402341,0.05118099535501036,0.0012204252796613343,3.5193660093442315e-05,sparse_encoding
P4_M,-0.031075189095841855,0.004522475773016538,0.031075189095841855,0.00023002169133878913,1.3149120137491844e-05,sparse_encoding
P4_N,0.011835150588376695,0.0037335084184241785,0.011835150588376695,0.0019080985273175473,5.8264218211881923e-05,sparse_encoding
P4_P,-0.05221314211242591,0.003184776365271576,0.05221314211242591,0.003255529876080236,8.904971185441574e-05,sparse_encoding
P4_Q,0.014545861090983922,0.006641198030655274,0.014545861090983922,0.0019946007640493178,5.482191178801583e-05,sparse_encoding
P4_R,0.01099084194381541,0.007470390274445837,0.01099084194381541,0.0014404357719119503,5.023969792463984e-05,sparse_encoding
P4_S,0.03177752590372026,0.007473893601271992,0.03177752590372026,0.0026276161709498343,5.0721771321722595e-05,sparse_encoding
P4_T,-0.0021606361142331417,0.00419765053664069,0.0021606361142331417,0.00166714383801407,4.538606230776573e-05,sparse_encoding
P4_V,-0.008462730207900448,0.005530761950691701,0.008462730207900448,0.0011202240297850381,1.5922210330885163e-05,sparse_encoding
P4_W,0.0015765000087554677,0.006824870255352198,0.0015765000087554677,0.0002544204048853558,1.3206425692881692e-05,sparse_encoding
P4_Y,-0.043280928070101844,0.00910619308966838,0.043280928070101844,0.0006015331724997884,3.298536020697349e-05,sparse_encoding
P5_A,-0.02034388818792496,0.003130387907116732,0.02034388818792496,0.002156128108883156,1.727637944736302e-05,sparse_encoding
P5_C,-0.028699585778193593,0.004873708276928107,0.028699585778193593,0.00023293105838660997,1.431298831157925e-05,sparse_encoding
P5_D,-0.018896867919121936,0.0029527523076927262,0.018896867919121936,0.0019616039328472753,2.0480792269296684e-05,sparse_encoding
P5_E,-0.02972355870944691,0.005965677544912673,0.02972355870944691,0.0024830818682391497,2.7611926757971956e-05,sparse_encoding
P5_F,-0.01240352395241803,0.003340358953849119,0.01240352395241803,0.0018206018615507323,1.7481687533598363e-05,sparse_encoding
